chr,locus,model,start,stop,ori,is_TE,is_expressed,is_representative,annotation
Chr3,LOC_Os03g32070,LOC_Os03g32070.1,18338055,18345387,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32090,LOC_Os03g32090.1,18355904,18359839,+,N,Y,Y,pentatricopeptide  putative  expressed
Chr3,LOC_Os03g32100,LOC_Os03g32100.1,18367156,18368378,+,N,Y,Y,spotted leaf 11  putative  expressed
Chr3,LOC_Os03g32119,LOC_Os03g32119.1,18379698,18386520,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32140,LOC_Os03g32140.1,18387362,18388470,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g32150,LOC_Os03g32150.1,18391035,18392132,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g32160,LOC_Os03g32160.1,18397036,18401598,+,N,Y,Y,calmodulin binding protein  putative  expressed
Chr3,LOC_Os03g32160,LOC_Os03g32160.2,18397036,18401596,+,N,Y,N,calmodulin binding protein  putative  expressed
Chr3,LOC_Os03g32170,LOC_Os03g32170.1,18404980,18406843,-,N,Y,Y,NAD dependent epimerase/dehydratase family protein  putative  expressed
Chr3,LOC_Os03g32190,LOC_Os03g32190.1,18408418,18410732,-,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32180,LOC_Os03g32180.1,18410063,18411482,+,N,Y,Y,polygalacturonase inhibitor 1 precursor  putative  expressed
Chr3,LOC_Os03g32200,LOC_Os03g32200.1,18423178,18423975,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32210,LOC_Os03g32210.1,18426313,18428162,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32220,LOC_Os03g32220.1,18430111,18431229,-,N,Y,Y,ZOS3-11 - C2H2 zinc finger protein  expressed
Chr3,LOC_Os03g32230,LOC_Os03g32230.1,18435989,18437090,-,N,Y,Y,ZOS3-12 - C2H2 zinc finger protein  expressed
Chr3,LOC_Os03g32250,LOC_Os03g32250.1,18444369,18445103,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32260,LOC_Os03g32260.1,18446388,18446986,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32270,LOC_Os03g32270.1,18450996,18456312,-,N,Y,Y,hydrolase  alpha/beta fold family domain containing protein  expressed
Chr3,LOC_Os03g32290,LOC_Os03g32290.1,18477307,18479353,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g32302,LOC_Os03g32302.1,18482821,18483620,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32314,LOC_Os03g32314.1,18485606,18488371,-,N,Y,Y,allene oxide cyclase 4  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g32330,LOC_Os03g32330.1,18495806,18501143,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32350,LOC_Os03g32350.1,18510472,18511707,+,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g32360,LOC_Os03g32360.1,18512172,18513582,+,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g32370,LOC_Os03g32370.1,18516369,18517508,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32380,LOC_Os03g32380.1,18519392,18523895,+,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g32390,LOC_Os03g32390.1,18528085,18529400,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32400,LOC_Os03g32400.1,18530548,18531461,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32410,LOC_Os03g32410.1,18535358,18537325,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g32420,LOC_Os03g32420.1,18538815,18540095,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32430,LOC_Os03g32430.1,18544233,18545103,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32440,LOC_Os03g32440.1,18549428,18552441,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32450,LOC_Os03g32450.1,18555508,18555966,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32460,LOC_Os03g32460.1,18559134,18561806,-,Y,Y,Y,retrotransposon  putative  centromere-specific  expressed
Chr3,LOC_Os03g32470,LOC_Os03g32470.1,18570651,18572190,+,N,Y,Y,leucoanthocyanidin dioxygenase  putative  expressed
Chr3,LOC_Os03g32470,LOC_Os03g32470.2,18570651,18572508,+,N,Y,N,leucoanthocyanidin dioxygenase  putative  expressed
Chr3,LOC_Os03g32480,LOC_Os03g32480.1,18572433,18575321,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32490,LOC_Os03g32490.1,18575449,18577587,-,N,Y,Y,DUF1230 domain containing protein  expressed
Chr3,LOC_Os03g32499,LOC_Os03g32499.1,18579735,18598616,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32526,LOC_Os03g32526.1,18602727,18608700,-,N,Y,Y,tRNA-splicing endonuclease positive effector-related  putative  expressed
Chr3,LOC_Os03g32540,LOC_Os03g32540.1,18611193,18613073,+,Y,Y,Y,retrotransposon protein  putative  Ty1-copia subclass  expressed
Chr3,LOC_Os03g32550,LOC_Os03g32550.1,18615630,18617930,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32560,LOC_Os03g32560.1,18618515,18622055,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32570,LOC_Os03g32570.1,18624299,18625358,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g32580,LOC_Os03g32580.1,18635876,18638518,+,N,Y,Y,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor  putative  expressed
Chr3,LOC_Os03g32590,LOC_Os03g32590.1,18638520,18647607,-,N,Y,Y,transcription initiation factor  putative  expressed
Chr3,LOC_Os03g32590,LOC_Os03g32590.2,18639911,18647607,-,N,Y,N,transcription initiation factor  putative  expressed
Chr3,LOC_Os03g32600,LOC_Os03g32600.1,18652458,18660320,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32610,LOC_Os03g32610.1,18663266,18664237,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g32620,LOC_Os03g32620.1,18677824,18682844,-,N,Y,Y,pentatricopeptide  putative  expressed
Chr3,LOC_Os03g32630,LOC_Os03g32630.1,18686894,18689388,-,N,Y,Y,ABC transporter  ATP-binding protein  putative  expressed
Chr3,LOC_Os03g32636,LOC_Os03g32636.1,18691055,18692146,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g32642,LOC_Os03g32642.1,18694533,18694989,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g32650,LOC_Os03g32650.1,18700360,18706184,-,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32660,LOC_Os03g32660.1,18707190,18707732,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32664,LOC_Os03g32664.1,18710448,18710798,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32670,LOC_Os03g32670.1,18711995,18712291,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32690,LOC_Os03g32690.1,18731027,18733384,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32700,LOC_Os03g32700.1,18735034,18737605,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32720,LOC_Os03g32720.1,18744541,18745559,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32730,LOC_Os03g32730.1,18748859,18750564,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32749,LOC_Os03g32749.1,18750922,18755853,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32770,LOC_Os03g32770.1,18757659,18760442,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g32780,LOC_Os03g32780.1,18762973,18763398,-,Y,Y,Y,expressed protein
Chr3,LOC_Os03g32790,LOC_Os03g32790.2,18768610,18770457,+,N,Y,N,expressed protein
Chr3,LOC_Os03g32790,LOC_Os03g32790.3,18768610,18770457,+,N,Y,N,expressed protein
Chr3,LOC_Os03g32790,LOC_Os03g32790.1,18768610,18770457,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32810,LOC_Os03g32810.1,18775658,18776146,+,Y,Y,Y,retrotransposon  putative  centromere-specific  expressed
Chr3,LOC_Os03g32820,LOC_Os03g32820.1,18779038,18779961,+,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g32830,LOC_Os03g32830.1,18783634,18784280,-,Y,N,Y,hypothetical protein
Chr3,LOC_Os03g32840,LOC_Os03g32840.1,18786077,18786544,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32850,LOC_Os03g32850.1,18790906,18795006,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32860,LOC_Os03g32860.1,18801396,18803875,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32870,LOC_Os03g32870.1,18804086,18805336,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32880,LOC_Os03g32880.1,18806984,18808329,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32890,LOC_Os03g32890.1,18811102,18812934,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32900,LOC_Os03g32900.1,18815530,18817182,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32910,LOC_Os03g32910.1,18821584,18823581,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32920,LOC_Os03g32920.1,18825143,18826969,-,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g32930,LOC_Os03g32930.1,18827125,18830827,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g32940,LOC_Os03g32940.1,18833077,18836786,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g32960,LOC_Os03g32960.1,18840607,18847028,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g32970,LOC_Os03g32970.1,18849999,18852687,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g32980,LOC_Os03g32980.1,18855940,18856461,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g32990,LOC_Os03g32990.1,18860017,18860607,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33000,LOC_Os03g33000.1,18864113,18866376,+,Y,N,Y,retrotransposon  putative  centromere-specific
Chr3,LOC_Os03g33010,LOC_Os03g33010.1,18873105,18873713,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33012,LOC_Os03g33012.1,18882373,18893375,+,N,Y,Y,WRKY81  expressed
Chr3,LOC_Os03g33030,LOC_Os03g33030.1,18893360,18895385,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33040,LOC_Os03g33040.1,18895943,18896820,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33042,LOC_Os03g33042.1,18900257,18901498,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33044,LOC_Os03g33044.1,18902060,18902689,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33050,LOC_Os03g33050.1,18910182,18913072,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33060,LOC_Os03g33060.1,18916777,18921511,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33070,LOC_Os03g33070.1,18922483,18923128,-,Y,Y,Y,transposon protein  putative  CACTA  En/Spm sub-class  expressed
Chr3,LOC_Os03g33074,LOC_Os03g33074.1,18925731,18926013,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g33080,LOC_Os03g33080.1,18926517,18929211,-,Y,Y,Y,transposon protein  putative  CACTA  En/Spm sub-class  expressed
Chr3,LOC_Os03g33090,LOC_Os03g33090.1,18935192,18936341,-,N,Y,Y,DUF260 domain containing protein  putative  expressed
Chr3,LOC_Os03g33100,LOC_Os03g33100.1,18937542,18943745,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33110,LOC_Os03g33110.1,18948107,18950126,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33130,LOC_Os03g33130.1,18953232,18956349,+,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g33140,LOC_Os03g33140.1,18957564,18961114,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33150,LOC_Os03g33150.1,18961868,18962116,+,Y,N,Y,transposon protein  putative  unclassified
Chr3,LOC_Os03g33160,LOC_Os03g33160.1,18966118,18969439,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33177,LOC_Os03g33177.1,18970789,18972089,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33172,LOC_Os03g33172.1,18981415,18982848,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33190,LOC_Os03g33190.1,18986764,18989418,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33200,LOC_Os03g33200.1,18990180,18990890,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g33220,LOC_Os03g33220.1,18994146,18996828,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33230,LOC_Os03g33230.1,18998438,19004201,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33240,LOC_Os03g33240.1,19017376,19020143,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33250,LOC_Os03g33250.1,19020994,19024092,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33260,LOC_Os03g33260.1,19027485,19029732,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33270,LOC_Os03g33270.1,19032972,19033208,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33280,LOC_Os03g33280.1,19034411,19038414,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33290,LOC_Os03g33290.1,19039604,19042851,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33300,LOC_Os03g33300.1,19043489,19051206,+,Y,Y,Y,retrotransposon  putative  centromere-specific  expressed
Chr3,LOC_Os03g33310,LOC_Os03g33310.1,19052246,19053088,+,Y,Y,Y,retrotransposon  putative  centromere-specific  expressed
Chr3,LOC_Os03g33319,LOC_Os03g33319.1,19056392,19058816,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33328,LOC_Os03g33328.1,19059721,19065462,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33340,LOC_Os03g33340.1,19068239,19072354,+,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g33360,LOC_Os03g33360.1,19074647,19077159,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33370,LOC_Os03g33370.1,19079176,19080608,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33380,LOC_Os03g33380.1,19084362,19087643,+,Y,Y,Y,retrotransposon  putative  centromere-specific  expressed
Chr3,LOC_Os03g33384,LOC_Os03g33384.1,19091401,19091864,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g33390,LOC_Os03g33390.1,19093699,19094710,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33400,LOC_Os03g33400.1,19097496,19098092,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g33420,LOC_Os03g33420.1,19099749,19102100,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33430,LOC_Os03g33430.1,19104417,19104989,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33450,LOC_Os03g33450.1,19112328,19113294,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33460,LOC_Os03g33460.1,19114158,19117140,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33480,LOC_Os03g33480.1,19127304,19128198,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33490,LOC_Os03g33490.1,19128943,19129777,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g33500,LOC_Os03g33500.1,19139881,19143598,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33509,LOC_Os03g33509.1,19145160,19145521,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g33520,LOC_Os03g33520.1,19147007,19148677,+,N,Y,Y,exo70 exocyst complex subunit  putative  expressed
Chr3,LOC_Os03g33530,LOC_Os03g33530.1,19152530,19160624,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33540,LOC_Os03g33540.1,19167286,19167745,-,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g33550,LOC_Os03g33550.1,19172315,19173548,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g33570,LOC_Os03g33570.1,19176090,19177371,+,N,Y,Y,calcineurin B-like protein 8  putative  expressed
Chr3,LOC_Os03g33580,LOC_Os03g33580.1,19183831,19191338,-,N,Y,Y,mitotic checkpoint protein  putative  expressed
Chr3,LOC_Os03g33580,LOC_Os03g33580.2,19187656,19191338,-,N,Y,N,mitotic checkpoint protein  putative  expressed
Chr3,LOC_Os03g33590,LOC_Os03g33590.1,19197601,19204090,-,N,Y,Y,interferon-related developmental regulator  putative  expressed
Chr3,LOC_Os03g33590,LOC_Os03g33590.2,19197601,19204090,-,N,Y,N,interferon-related developmental regulator  putative  expressed
Chr3,LOC_Os03g33600,LOC_Os03g33600.1,19206277,19208398,-,Y,Y,Y,retrotransposon  putative  centromere-specific  expressed
Chr3,LOC_Os03g33610,LOC_Os03g33610.1,19212512,19213786,-,Y,Y,Y,retrotransposon  putative  centromere-specific  expressed
Chr3,LOC_Os03g33620,LOC_Os03g33620.1,19218404,19220061,-,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g33640,LOC_Os03g33640.1,19230433,19234339,+,Y,Y,Y,retrotransposon protein  putative  Ty1-copia subclass  expressed
Chr3,LOC_Os03g33650,LOC_Os03g33650.1,19243920,19248524,+,N,Y,Y,AGO7  putative  expressed
Chr3,LOC_Os03g33660,LOC_Os03g33660.1,19253962,19254881,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g33670,LOC_Os03g33670.1,19257771,19259592,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33680,LOC_Os03g33680.1,19261057,19266936,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33690,LOC_Os03g33690.1,19268169,19271787,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33700,LOC_Os03g33700.1,19272415,19274581,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33710,LOC_Os03g33710.1,19275089,19276315,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33720,LOC_Os03g33720.1,19276815,19278309,+,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g33730,LOC_Os03g33730.1,19278794,19281784,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33740,LOC_Os03g33740.1,19287479,19290359,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33750,LOC_Os03g33750.1,19293763,19296489,+,Y,Y,Y,retrotransposon protein  putative  LINE subclass  expressed
Chr3,LOC_Os03g33760,LOC_Os03g33760.1,19298845,19304398,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33770,LOC_Os03g33770.1,19305868,19308715,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33780,LOC_Os03g33780.1,19310025,19312115,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33790,LOC_Os03g33790.1,19314564,19316309,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33800,LOC_Os03g33800.1,19318312,19319067,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g33810,LOC_Os03g33810.1,19320357,19322039,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33819,LOC_Os03g33819.1,19323328,19327119,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33828,LOC_Os03g33828.1,19329647,19331846,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33837,LOC_Os03g33837.1,19332068,19332643,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33850,LOC_Os03g33850.1,19334374,19336530,+,Y,N,Y,retrotransposon protein  putative  Ty1-copia subclass
Chr3,LOC_Os03g33860,LOC_Os03g33860.1,19340721,19341863,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33870,LOC_Os03g33870.1,19347732,19349856,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g33880,LOC_Os03g33880.1,19349998,19350528,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33890,LOC_Os03g33890.1,19350700,19351660,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33900,LOC_Os03g33900.1,19352923,19355415,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33920,LOC_Os03g33920.1,19363078,19363770,+,Y,N,Y,conserved hypothetical protein
Chr3,LOC_Os03g33930,LOC_Os03g33930.1,19365946,19366866,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33940,LOC_Os03g33940.1,19368448,19372254,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33950,LOC_Os03g33950.1,19373287,19375849,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33960,LOC_Os03g33960.1,19376827,19377522,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g33970,LOC_Os03g33970.1,19382140,19382937,-,Y,N,Y,retrotransposon  putative  centromere-specific
Chr3,LOC_Os03g33980,LOC_Os03g33980.1,19389821,19392396,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g33990,LOC_Os03g33990.1,19393752,19394183,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g34000,LOC_Os03g34000.1,19396029,19396661,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g34020,LOC_Os03g34020.1,19408252,19408932,+,Y,Y,Y,retrotransposon  putative  centromere-specific  expressed
Chr3,LOC_Os03g34030,LOC_Os03g34030.1,19409461,19411142,-,Y,N,Y,hypothetical protein
Chr3,LOC_Os03g34040,LOC_Os03g34040.3,19412908,19417098,-,N,Y,N,ribosomal protein  putative  expressed
Chr3,LOC_Os03g34040,LOC_Os03g34040.2,19412908,19417098,-,N,Y,N,ribosomal protein  putative  expressed
Chr3,LOC_Os03g34040,LOC_Os03g34040.1,19412908,19417098,-,N,Y,Y,ribosomal protein  putative  expressed
Chr3,LOC_Os03g34070,LOC_Os03g34070.1,19421432,19423899,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g34090,LOC_Os03g34090.1,19426631,19427338,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g34096,LOC_Os03g34096.1,19430206,19431513,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g34102,LOC_Os03g34102.1,19432256,19434169,-,Y,N,Y,retrotransposon  putative  centromere-specific
Chr3,LOC_Os03g34120,LOC_Os03g34120.1,19440465,19441093,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g34129,LOC_Os03g34129.1,19441537,19443558,-,Y,N,Y,retrotransposon protein  putative  Ty1-copia subclass
Chr3,LOC_Os03g34140,LOC_Os03g34140.1,19446070,19448335,-,Y,N,Y,retrotransposon protein  putative  Ty1-copia subclass
Chr3,LOC_Os03g34150,LOC_Os03g34150.1,19452406,19453390,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g34160,LOC_Os03g34160.1,19454536,19455527,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g34170,LOC_Os03g34170.1,19458055,19459869,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g34180,LOC_Os03g34180.1,19461363,19463151,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g34190,LOC_Os03g34190.1,19465281,19472081,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g34200,LOC_Os03g34200.1,19474251,19477097,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g34210,LOC_Os03g34210.1,19478988,19482648,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g34220,LOC_Os03g34220.1,19488500,19490970,-,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g34230,LOC_Os03g34230.1,19492533,19493357,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g34240,LOC_Os03g34240.1,19495830,19498670,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g34250,LOC_Os03g34250.1,19499081,19501335,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g34260,LOC_Os03g34260.1,19503796,19505938,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g34270,LOC_Os03g34270.1,19506798,19510107,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g34280,LOC_Os03g34280.1,19511670,19515607,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g34280,LOC_Os03g34280.2,19511670,19513644,+,N,Y,N,expressed protein
